age,type-of-employment,hours-worked,occupation,Degree,Years of education,Martial-status,Race,Sex,Native Country,income-80k+
36,Private,40,Service, Some-college,13, Divorced, White, Female, United-States,0
47,Private,40,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
27,Private,61,Sales, Bachelors,16, Never-married, White, Male, United-States,1
29,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
21,Government,40,Security, Some-college,13, Never-married, White, Male, United-States,0
18,Private,29,Admins, Some-college,13, Never-married, White, Female, United-States,0
24,Private,29,Professionals, Some-college,13, Never-married, White, Male, United-States,0
39,Government,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
51,Government,40,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
47,Private,40,Technical, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
62,Private,39,Admins, Some-college,13, Divorced, White, Female, United-States,0
49,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
20,Private,40,Service, 11th,10, Married-civ-spouse, White, Male, United-States,0
24,Private,40,Sales, Some-college,13, Never-married, White, Male, United-States,0
25,Private,40,Professionals, HS-grad,12, Never-married, White, Female, United-States,0
54,Self-Employed,40,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
25,Private,40,Craft, HS-grad,12, Never-married, White, Male, United-States,0
20,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
43,Private,59,Sales, Some-college,13, Divorced, White, Female, United-States,1
26,Private,39,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
24,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
18,Private,29,Service, 11th,10, Never-married, Amer-Indian-Eskimo, Male, United-States,0
45,Self-Employed,40,Professionals, Some-college,13, Married-civ-spouse, White, Female, ?,1
45,Self-Employed,29,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
26,Private,40,Sales, Bachelors,16, Never-married, White, Male, United-States,0
47,Private,40,Service, Some-college,13, Never-married, White, Male, United-States,0
54,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
21,,40,Craft, HS-grad,12, Never-married, Black, Male, United-States,0
29,Private,61,Service, HS-grad,12, Divorced, White, Female, United-States,0
68,Private,19,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
21,Private,40,Professionals, Some-college,13, Never-married, Black, Male, Mexico,0
28,Self-Employed,39,Professionals, Some-college,13, Never-married, White, Male, United-States,0
46,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Female, United-States,1
35,Private,40,Logistics, HS-grad,12, Separated, Black, Female, United-States,0
50,Self-Employed,29,Craft, 10th,9, Never-married, White, Male, United-States,0
48,Self-Employed,40,Professionals, Some-college,13, Divorced, White, Male, United-States,0
17,Private,40,Service, 10th,9, Never-married, White, Male, United-States,0
59,Private,59,Craft, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
23,Private,40,Professionals, Some-college,13, Never-married, Black, Male, United-States,0
53,Private,39,Sales, HS-grad,12, Widowed, White, Female, United-States,0
50,Self-Employed,40,Sales, Masters,17, Married-civ-spouse, White, Male, United-States,1
32,Private,40,Service, 5th-6th,6, Never-married, White, Female, Mexico,0
53,Private,59,Service, 12th,11, Married-spouse-absent, Other, Male, Dominican-Republic,0
52,Private,40,Technical, HS-grad,12, Married-civ-spouse, Black, Male, United-States,0
38,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
43,Private,59,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
35,Private,39,Service, Bachelors,16, Married-civ-spouse, White, Female, United-States,0
41,Private,59,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
22,Private,40,Sales, Some-college,13, Never-married, White, Male, United-States,0
39,Private,61,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
45,Private,40,Sales, Masters,17, Married-civ-spouse, White, Male, United-States,1
31,Private,40,Farming, 9th,8, Married-civ-spouse, White, Female, United-States,0
40,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
47,Self-Employed,29,Logistics, 5th-6th,6, Married-civ-spouse, White, Male, United-States,0
53,Private,40,Craft, HS-grad,12, Married-civ-spouse, Black, Male, Jamaica,0
53,Self-Employed,61,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
33,Government,59,Technical, Bachelors,16, Never-married, Black, Male, United-States,1
24,Private,29,Admins, Bachelors,16, Never-married, White, Female, United-States,0
34,Private,40,Service, Some-college,13, Never-married, White, Female, United-States,0
46,Self-Employed,59,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
29,Government,61,Security, Some-college,13, Married-civ-spouse, White, Male, United-States,0
61,Government,39,Service, 11th,10, Widowed, White, Female, United-States,1
31,Private,40,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
29,Private,40,Technical, HS-grad,12, Married-spouse-absent, Black, Male, United-States,0
42,Private,40,Craft, HS-grad,12, Separated, White, Male, United-States,0
50,Government,40,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
34,Private,40,Admins, HS-grad,12, Divorced, White, Female, United-States,0
39,Private,40,Logistics, 7th-8th,7, Married-civ-spouse, White, Male, United-States,0
74,Private,29,Logistics, 1st-4th,5, Married-civ-spouse, Black, Male, United-States,0
40,Private,40,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,0
75,Self-Employed,59,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
40,Government,40,Professionals, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
36,Private,40,Craft, 11th,10, Married-civ-spouse, White, Male, United-States,0
61,Private,40,Service, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
42,Private,29,Service, 11th,10, Married-civ-spouse, White, Male, Ecuador,0
28,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
19,Private,19,Admins, Some-college,13, Never-married, White, Female, United-States,0
36,Private,39,Service, Assoc-acdm,15, Separated, Black, Female, United-States,0
33,Private,40,Service, Assoc-voc,14, Divorced, White, Female, France,0
50,Government,40,Admins, Some-college,13, Divorced, White, Female, United-States,0
47,Private,40,Professionals, Assoc-acdm,15, Married-civ-spouse, Black, Female, United-States,1
48,Private,39,Technical, HS-grad,12, Never-married, Black, Female, Jamaica,0
60,Self-Employed,40,Craft, HS-grad,12, Divorced, White, Male, United-States,0
30,Private,39,Professionals, Masters,17, Never-married, Black, Male, United-States,0
32,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
45,Government,39,Professionals, Masters,17, Married-civ-spouse, White, Female, United-States,1
51,Private,40,Technical, Some-college,13, Married-civ-spouse, White, Male, United-States,1
53,Private,61,Technical, 9th,8, Married-spouse-absent, Black, Male, Haiti,0
34,Private,40,Technical, Masters,17, Never-married, Black, Female, ?,0
48,Self-Employed,40,Professionals, Masters,17, Married-civ-spouse, White, Male, Mexico,1
68,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
32,Private,59,Technical, Assoc-acdm,15, Divorced, White, Female, United-States,0
63,Private,19,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
31,Private,40,Professionals, HS-grad,12, Divorced, Black, Female, United-States,0
58,Self-Employed,29,Service, Bachelors,16, Divorced, White, Female, United-States,0
32,Private,61,Professionals, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,1
32,Private,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
40,Private,61,Sales, Bachelors,16, Divorced, White, Male, United-States,0
50,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
38,Self-Employed,40,Technical, 10th,9, Separated, White, Male, United-States,0
30,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
21,Private,40,Admins, HS-grad,12, Never-married, White, Female, United-States,0
28,Private,40,Professionals, Bachelors,16, Never-married, White, Female, United-States,1
63,Private,40,Sales, HS-grad,12, Married-civ-spouse, White, Male, ?,0
32,Private,39,Professionals, Assoc-acdm,15, Divorced, White, Female, United-States,0
25,Private,40,Sales, HS-grad,12, Never-married, White, Male, United-States,0
59,Private,40,Technical, Some-college,13, Married-civ-spouse, White, Male, United-States,1
22,Government,19,Admins, Assoc-voc,14, Never-married, White, Female, ?,0
49,Private,40,Craft, Some-college,13, Never-married, White, Male, United-States,0
36,Private,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
31,Private,39,Service, HS-grad,12, Married-civ-spouse, White, Female, Mexico,0
46,Private,39,Service, Some-college,13, Divorced, White, Female, United-States,0
37,Government,61,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
48,Private,40,Sales, Bachelors,16, Married-civ-spouse, Black, Male, United-States,1
43,Private,40,Service, Some-college,13, Married-civ-spouse, White, Male, United-States,0
41,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
54,Private,40,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
36,Private,19,Professionals, Some-college,13, Divorced, White, Female, United-States,0
29,Private,40,Service, Bachelors,16, Divorced, Other, Female, United-States,0
66,Government,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
59,Private,59,Professionals, Prof-school,18, Never-married, White, Male, United-States,0
62,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
29,Private,40,Craft, 10th,9, Never-married, White, Male, Mexico,0
28,Private,40,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
27,Private,61,Technical, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
42,Government,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
60,Private,40,Craft, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
58,Private,59,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
27,Private,40,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,0
45,Private,40,Craft, HS-grad,12, Widowed, White, Female, United-States,0
50,Private,40,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,1
43,Private,40,Craft, Some-college,13, Married-civ-spouse, Black, Male, United-States,0
39,Private,59,Professionals, Prof-school,18, Divorced, White, Male, United-States,0
21,Private,29,Admins, Some-college,13, Never-married, White, Male, United-States,0
24,Private,61,Service, HS-grad,12, Married-civ-spouse, Black, Male, United-States,0
59,Self-Employed,39,Farming, Prof-school,18, Married-civ-spouse, White, Male, United-States,0
36,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
72,Private,19,Service, Some-college,13, Widowed, Asian-Pac-Islander, Female, United-States,0
35,Private,61,Professionals, Masters,17, Married-civ-spouse, Asian-Pac-Islander, Male, Hong,1
33,Private,40,Service, Some-college,13, Divorced, White, Male, United-States,0
30,Private,40,Craft, HS-grad,12, Never-married, Black, Female, United-States,0
40,Private,59,Craft, Assoc-voc,14, Divorced, White, Male, United-States,1
26,Self-Employed,59,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,0
37,Government,40,Admins, Assoc-voc,14, Separated, Black, Male, United-States,0
68,Self-Employed,29,Logistics, Some-college,13, Divorced, White, Female, United-States,0
45,Private,61,Craft, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
56,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
36,Private,40,Admins, HS-grad,12, Never-married, White, Female, United-States,0
50,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
38,Private,40,Sales, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
29,Private,40,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
28,Private,29,Service, HS-grad,12, Never-married, White, Female, United-States,0
39,Government,59,Admins, Some-college,13, Married-civ-spouse, White, Male, United-States,0
26,Government,40,Security, Bachelors,16, Never-married, White, Male, United-States,0
52,Self-Employed,61,Professionals, Some-college,13, Divorced, White, Male, United-States,1
52,Private,40,Farming, Bachelors,16, Divorced, White, Male, United-States,0
84,Private,19,Service, HS-grad,12, Widowed, White, Female, United-States,0
33,Government,19,Service, Some-college,13, Never-married, White, Female, United-States,0
46,Government,59,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
30,Private,39,Sales, HS-grad,12, Never-married, White, Female, United-States,0
38,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, England,1
66,Private,19,Service, HS-grad,12, Widowed, White, Female, United-States,0
62,Government,40,Admins, Masters,17, Married-civ-spouse, White, Male, Italy,1
31,Private,40,Professionals, Bachelors,16, Married-civ-spouse, Black, Male, United-States,1
31,Private,40,Craft, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
39,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
60,Self-Employed,59,Craft, HS-grad,12, Divorced, Black, Male, ?,0
27,Private,40,Technical, Bachelors,16, Never-married, White, Female, United-States,0
37,Private,40,Service, Assoc-voc,14, Married-civ-spouse, Amer-Indian-Eskimo, Female, United-States,0
38,Private,40,Admins, Some-college,13, Divorced, White, Female, United-States,0
25,Private,40,Service, HS-grad,12, Never-married, White, Male, United-States,0
48,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
42,Self-Employed,59,Professionals, Bachelors,16, Never-married, White, Male, ?,0
45,Government,59,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
22,Private,40,Sales, Some-college,13, Never-married, White, Male, United-States,0
50,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, Poland,0
21,Private,40,Farming, HS-grad,12, Never-married, White, Male, United-States,0
44,Government,40,Admins, Some-college,13, Divorced, White, Female, United-States,0
60,Self-Employed,59,Service, HS-grad,12, Separated, Black, Male, United-States,0
21,Private,19,Service, Some-college,13, Never-married, White, Female, United-States,0
51,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
30,Private,40,Craft, HS-grad,12, Married-spouse-absent, White, Male, United-States,0
46,Self-Employed,40,Craft, Assoc-acdm,15, Divorced, White, Male, United-States,0
43,Private,40,Professionals, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
57,Private,40,Service, HS-grad,12, Never-married, Black, Male, United-States,0
48,Private,40,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
39,Self-Employed,40,Sales, Bachelors,16, Married-civ-spouse, Asian-Pac-Islander, Male, ?,1
68,Self-Employed,40,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
33,Private,29,Service, Some-college,13, Never-married, White, Male, United-States,0
22,,40,Service, HS-grad,12, Never-married, White, Male, United-States,0
18,Private,19,Service, 11th,10, Never-married, White, Male, United-States,0
28,Private,59,Technical, HS-grad,12, Never-married, White, Male, United-States,0
32,Private,40,Professionals, Masters,17, Married-civ-spouse, Asian-Pac-Islander, Male, India,0
56,Private,40,Craft, HS-grad,12, Divorced, White, Male, United-States,0
36,Private,59,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
34,Private,59,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
18,Private,40,Sales, HS-grad,12, Never-married, White, Female, United-States,0
39,Private,40,Technical, 10th,9, Widowed, Black, Male, United-States,0
25,Private,40,Professionals, Bachelors,16, Never-married, White, Female, United-States,0
27,Self-Employed,39,Craft, Some-college,13, Never-married, White, Male, United-States,0
56,Self-Employed,61,Sales, Masters,17, Divorced, White, Male, United-States,0
33,Self-Employed,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
49,Self-Employed,61,Professionals, Doctorate,19, Married-civ-spouse, Black, Male, United-States,1
44,Self-Employed,61,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
30,Self-Employed,40,Craft, 11th,10, Never-married, White, Male, United-States,1
27,Private,59,Craft, HS-grad,12, Divorced, White, Male, United-States,0
25,Private,40,Admins, Bachelors,16, Never-married, White, Male, United-States,1
30,Self-Employed,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
38,Private,40,Service, Assoc-acdm,15, Married-civ-spouse, White, Male, El-Salvador,0
38,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
46,Private,40,Sales, Some-college,13, Divorced, White, Female, United-States,0
37,Private,29,Technical, HS-grad,12, Widowed, White, Female, United-States,0
62,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
55,Self-Employed,40,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
47,Self-Employed,40,Craft, HS-grad,12, Married-spouse-absent, White, Male, United-States,0
45,Private,19,Professionals, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
50,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
36,Private,40,Technical, HS-grad,12, Divorced, White, Male, United-States,0
45,Private,29,Sales, HS-grad,12, Never-married, White, Female, United-States,0
23,Private,39,Logistics, HS-grad,12, Never-married, White, Male, United-States,0
37,Private,59,Professionals, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,1
38,Government,59,Professionals, Doctorate,19, Married-civ-spouse, White, Male, United-States,1
27,Private,40,Service, Some-college,13, Never-married, Black, Male, United-States,0
29,Private,59,Sales, Bachelors,16, Married-civ-spouse, White, Female, United-States,0
45,Government,40,Professionals, Masters,17, Never-married, White, Female, United-States,0
41,Self-Employed,59,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
38,Self-Employed,29,Service, Some-college,13, Never-married, White, Female, United-States,0
27,Private,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
51,Government,40,Service, Some-college,13, Married-civ-spouse, Other, Male, ?,0
44,Government,40,Craft, HS-grad,12, Divorced, White, Male, United-States,0
33,Government,40,Logistics, Masters,17, Married-civ-spouse, Black, Male, Nicaragua,0
28,Self-Employed,40,Sales, HS-grad,12, Married-civ-spouse, Black, Male, United-States,1
32,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
43,Private,59,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,0
45,Government,40,Service, HS-grad,12, Divorced, Black, Female, United-States,0
52,Government,40,Service, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,1
24,Private,39,Service, HS-grad,12, Never-married, White, Male, United-States,0
19,Private,40,Service, Some-college,13, Never-married, White, Male, United-States,0
47,Private,40,Professionals, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
53,Self-Employed,59,Professionals, Doctorate,19, Divorced, White, Male, United-States,1
31,Private,40,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
30,Private,40,Craft, Assoc-voc,14, Never-married, White, Male, United-States,0
56,Private,40,Admins, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
49,Government,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
38,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
19,Private,19,Admins, Some-college,13, Never-married, White, Male, United-States,0
39,Private,40,Craft, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
38,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
47,Private,59,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
58,Private,40,Craft, 11th,10, Married-civ-spouse, White, Male, United-States,0
27,Private,40,Logistics, HS-grad,12, Never-married, Black, Male, United-States,0
59,Government,40,Professionals, Masters,17, Divorced, White, Male, United-States,1
24,Private,40,Sales, Bachelors,16, Never-married, White, Male, United-States,0
42,Private,40,Technical, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
53,Government,61,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
35,Private,59,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
36,Government,40,Admins, HS-grad,12, Married-civ-spouse, Asian-Pac-Islander, Female, China,1
26,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, Mexico,0
33,Private,40,Admins, 9th,8, Separated, White, Male, United-States,0
29,Private,40,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
43,Private,40,Service, 11th,10, Married-civ-spouse, White, Male, United-States,0
35,Private,59,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
48,Private,39,Professionals, Bachelors,16, Married-spouse-absent, Asian-Pac-Islander, Female, Philippines,1
45,Government,40,Professionals, Masters,17, Divorced, White, Female, United-States,0
43,Private,40,Professionals, HS-grad,12, Divorced, White, Female, United-States,0
27,Private,39,Service, 9th,8, Never-married, White, Male, United-States,0
21,Private,40,Craft, 7th-8th,7, Never-married, White, Male, United-States,0
63,Private,19,Service, HS-grad,12, Widowed, White, Female, United-States,0
39,Private,40,Admins, Some-college,13, Married-civ-spouse, White, Male, United-States,1
52,Self-Employed,59,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
41,Self-Employed,40,Professionals, Bachelors,16, Widowed, White, Female, United-States,0
48,Private,61,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
27,Private,39,Service, 11th,10, Divorced, White, Female, United-States,0
53,Government,40,Professionals, HS-grad,12, Divorced, White, Male, United-States,0
33,Government,59,Craft, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,0
37,Private,39,Craft, 10th,9, Never-married, White, Male, United-States,0
18,Private,40,Service, Some-college,13, Never-married, White, Female, United-States,0
43,Government,29,Professionals, Doctorate,19, Separated, Black, Female, United-States,1
20,Private,40,Admins, Some-college,13, Never-married, White, Female, United-States,0
47,Private,59,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
36,Self-Employed,61,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
41,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
67,Private,40,Craft, 7th-8th,7, Married-civ-spouse, White, Male, United-States,0
38,Private,40,Craft, Bachelors,16, Married-spouse-absent, Black, Male, Dominican-Republic,0
47,Self-Employed,29,Professionals, Masters,17, Never-married, Black, Male, United-States,0
39,Private,40,Technical, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
34,Self-Employed,39,Professionals, Bachelors,16, Married-civ-spouse, White, Male, ?,0
36,Private,39,Service, HS-grad,12, Never-married, Black, Male, United-States,0
24,Private,40,Admins, Some-college,13, Married-civ-spouse, Black, Male, United-States,0
50,Self-Employed,61,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
21,Private,39,Service, HS-grad,12, Never-married, White, Female, United-States,0
21,Private,59,Service, 9th,8, Never-married, White, Female, Mexico,0
40,Private,40,Craft, HS-grad,12, Never-married, White, Male, United-States,0
19,Private,29,Admins, Some-college,13, Never-married, White, Female, United-States,0
38,Private,40,Technical, HS-grad,12, Never-married, White, Female, United-States,0
34,Private,59,Craft, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
44,Government,59,Professionals, Some-college,13, Divorced, White, Male, United-States,0
20,Private,29,Sales, Assoc-acdm,15, Never-married, White, Female, United-States,0
44,Private,59,Professionals, HS-grad,12, Never-married, White, Male, England,1
49,Government,19,Admins, HS-grad,12, Divorced, White, Female, United-States,0
45,Self-Employed,59,Professionals, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,1
24,Private,40,Craft, HS-grad,12, Never-married, White, Male, United-States,0
34,Private,40,Admins, HS-grad,12, Divorced, White, Male, United-States,0
58,Self-Employed,61,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
39,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
22,Private,40,Service, HS-grad,12, Never-married, White, Male, United-States,0
38,Private,39,Professionals, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
32,Government,59,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
45,Government,40,Logistics, HS-grad,12, Divorced, White, Male, United-States,0
23,Private,40,Technical, HS-grad,12, Married-civ-spouse, Black, Male, United-States,0
35,Private,40,Craft, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,0
52,Private,40,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,1
55,Private,40,Craft, Some-college,13, Divorced, White, Male, United-States,0
23,Private,40,Farming, HS-grad,12, Never-married, White, Male, United-States,0
22,Private,29,Admins, Bachelors,16, Married-civ-spouse, Amer-Indian-Eskimo, Female, United-States,0
27,Private,40,Admins, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
24,Private,19,Admins, Assoc-acdm,15, Never-married, White, Female, United-States,0
21,Private,40,Craft, Some-college,13, Never-married, White, Male, United-States,0
49,Private,39,Sales, Bachelors,16, Divorced, White, Female, United-States,0
32,Private,40,Technical, 12th,11, Married-civ-spouse, White, Male, United-States,0
64,Private,29,Service, Some-college,13, Widowed, White, Female, United-States,0
37,Self-Employed,59,Farming, HS-grad,12, Never-married, White, Male, United-States,0
61,Private,40,Technical, 7th-8th,7, Married-spouse-absent, White, Male, Guatemala,0
44,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Female, United-States,1
53,Private,59,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
43,Private,59,Professionals, Masters,17, Never-married, White, Male, United-States,1
60,Government,40,Professionals, Doctorate,19, Married-civ-spouse, White, Male, United-States,1
23,Private,40,Sales, Some-college,13, Never-married, White, Female, United-States,0
25,Private,40,Technical, Masters,17, Married-civ-spouse, White, Male, Mexico,0
29,Private,40,Admins, HS-grad,12, Never-married, White, Female, United-States,0
51,Private,59,Professionals, Bachelors,16, Divorced, White, Female, England,0
47,Private,19,Farming, 1st-4th,5, Married-spouse-absent, White, Male, Mexico,0
20,Private,40,Professionals, HS-grad,12, Never-married, White, Female, United-States,0
25,Private,40,Logistics, 11th,10, Married-civ-spouse, White, Male, Poland,1
27,Private,40,Technical, 10th,9, Married-civ-spouse, White, Male, United-States,0
23,Private,40,Admins, HS-grad,12, Never-married, White, Female, United-States,0
18,Private,29,Service, HS-grad,12, Never-married, White, Female, United-States,0
23,Private,39,Logistics, 7th-8th,7, Married-civ-spouse, White, Male, United-States,0
59,Self-Employed,61,Professionals, HS-grad,12, Divorced, White, Male, United-States,0
46,Private,39,Admins, HS-grad,12, Never-married, White, Female, United-States,0
66,Private,40,Service, 7th-8th,7, Divorced, White, Male, United-States,0
46,Government,39,Professionals, Masters,17, Married-civ-spouse, Black, Male, United-States,1
36,Government,29,Service, 11th,10, Never-married, White, Female, United-States,0
44,Private,40,Technical, HS-grad,12, Married-spouse-absent, White, Female, United-States,0
17,Private,29,Sales, 11th,10, Never-married, White, Male, United-States,0
27,Private,40,Professionals, Some-college,13, Never-married, White, Male, United-States,0
32,Private,40,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,1
53,Private,40,Service, HS-grad,12, Divorced, Black, Male, United-States,0
22,Private,61,Professionals, Some-college,13, Never-married, White, Male, United-States,0
30,Private,40,Professionals, Assoc-acdm,15, Never-married, White, Female, United-States,0
47,Self-Employed,39,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
68,Self-Employed,40,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,1
39,Private,40,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
22,Private,40,Admins, Bachelors,16, Never-married, White, Female, United-States,0
62,Private,40,Service, 7th-8th,7, Married-civ-spouse, White, Male, United-States,1
20,Private,39,Sales, HS-grad,12, Never-married, White, Female, United-States,0
21,Private,39,Service, HS-grad,12, Never-married, White, Male, Jamaica,0
34,Private,59,Service, Assoc-voc,14, Never-married, White, Male, ?,0
30,Self-Employed,61,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
25,Private,40,Admins, Some-college,13, Never-married, White, Female, United-States,0
23,Government,29,Service, HS-grad,12, Never-married, White, Female, United-States,0
40,Government,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
26,Government,40,Admins, HS-grad,12, Never-married, Asian-Pac-Islander, Male, United-States,0
